fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
24/01/2018,29,967,46,0,630,38,434,47,17
13/06/2018,23,967,83,0,450,41,374,49,32
18/06/2018,33,967,48,1,474,0,385,59,22
12/06/2019,30,967,34,1,175,20,103,55,16
01/01/2020,34,967,71,1,518,16,376,26,17
11/02/2020,34,967,67,0,476,59,413,44,14
22/03/2020,31,967,75,1,512,16,104,53,14
17/01/2021,20,967,45,0,231,99,179,28,17
23/02/2021,31,967,60,1,992,59,237,50,18
05/05/2021,26,967,91,0,956,21,357,48,29
29/09/2021,29,967,44,0,513,42,113,53,23
12/09/2022,31,967,63,0,838,66,12,65,26
16/12/2022,29,967,73,1,401,48,458,39,18
09/02/2023,35,967,46,0,952,5,169,39,22
29/05/2023,39,967,97,0,489,85,176,39,28
05/07/2023,24,967,29,0,824,19,10,63,23
18/09/2023,30,967,33,1,506,55,383,35,16
20/10/2023,29,967,52,1,498,6,316,41,6
19/02/2024,30,967,81,1,175,18,444,44,12
06/05/2018,19,968,75,0,181,43,410,50,24
21/07/2018,36,968,74,1,541,27,243,41,25
06/04/2019,29,968,24,0,514,81,213,38,29
23/05/2019,17,968,75,1,417,0,344,46,17
08/06/2019,22,968,50,0,454,22,403,50,31
04/08/2019,23,968,76,0,275,78,176,51,27
13/02/2020,43,968,78,0,539,85,281,44,19
05/03/2020,35,968,61,0,590,60,271,50,20
26/04/2020,30,968,96,1,179,75,312,55,19
09/08/2020,19,968,98,0,181,26,303,47,20
18/09/2020,19,968,98,1,379,38,256,41,19
21/12/2020,42,968,61,1,762,77,333,57,20
26/07/2021,30,968,85,1,878,99,454,47,21
30/03/2022,31,968,94,0,269,54,19,45,18
03/08/2022,12,968,96,0,827,11,246,74,23
07/11/2022,28,968,54,0,791,10,191,45,19
11/11/2022,25,968,32,0,246,67,37,58,16
30/06/2023,21,968,26,0,433,66,127,54,29
04/03/2018,31,969,90,1,452,79,246,49,11
26/03/2018,25,969,22,0,733,48,344,54,15
11/11/2018,37,969,42,1,664,3,419,57,5
16/11/2018,31,969,88,1,861,16,187,49,20
06/12/2019,19,969,84,1,293,52,435,57,10
30/05/2020,30,969,34,0,965,27,202,42,26
19/07/2020,21,969,71,1,445,96,419,61,23
11/01/2021,32,969,37,0,350,68,292,48,11
08/01/2022,28,969,33,0,493,76,94,46,19
22/03/2023,33,969,94,0,434,0,56,33,14
31/03/2018,37,970,46,1,469,62,295,50,11
09/06/2018,49,970,63,0,300,37,409,60,25
24/12/2018,32,970,55,0,526,78,6,43,18
21/01/2019,40,970,38,0,271,11,205,43,18
04/10/2020,36,970,55,0,679,43,80,33,18
30/01/2021,40,970,52,0,459,49,14,48,10
26/04/2021,32,970,83,0,879,53,143,53,37
07/07/2021,26,970,37,0,491,64,371,45,19
05/08/2021,27,970,26,1,759,65,1,53,21
05/11/2021,29,970,71,1,950,38,249,51,19
26/12/2021,33,970,49,1,979,10,342,51,7
12/02/2022,22,970,64,1,492,69,416,50,7
04/01/2023,37,970,44,0,113,39,336,57,15
03/03/2023,29,970,73,1,664,60,48,52,6
15/10/2023,27,970,97,0,679,66,95,78,19
23/03/2018,37,971,48,1,728,43,318,54,12
24/05/2018,37,971,95,1,135,29,317,50,20
18/10/2018,39,971,70,1,942,39,314,43,16
31/10/2018,28,971,83,0,902,51,377,65,25
30/04/2019,24,971,82,0,385,94,313,58,27
26/06/2019,29,971,96,0,475,44,377,45,29
15/12/2019,35,971,75,1,431,19,18,51,22
26/01/2022,39,971,29,0,985,56,362,48,16
31/01/2022,22,971,76,1,111,60,54,54,12
13/03/2022,27,971,62,1,155,74,432,41,21
24/03/2022,33,971,25,0,504,23,213,52,14
21/05/2022,18,971,95,0,627,15,440,60,26
16/09/2022,24,971,31,1,993,79,292,60,19
23/09/2022,16,971,32,1,851,10,438,51,27
10/08/2023,23,971,79,1,150,92,187,66,17
02/10/2023,24,971,30,1,679,60,311,43,16
12/11/2023,21,971,86,1,123,93,232,31,13
07/02/2018,32,972,27,0,389,27,67,62,16
30/04/2018,29,972,96,0,299,26,269,62,18
06/01/2019,33,972,87,1,525,45,259,72,9
11/01/2019,47,972,88,1,448,21,375,47,15
22/04/2019,13,972,28,0,663,51,170,46,19
20/07/2019,25,972,84,0,661,64,400,67,31
22/04/2020,34,972,79,0,881,10,476,33,25
15/06/2020,25,972,81,0,695,35,210,43,25
17/07/2020,20,972,58,1,912,34,275,51,18
02/09/2020,29,972,79,0,753,0,309,63,23
13/09/2020,23,972,94,1,276,67,170,38,16
26/11/2020,33,972,89,1,334,80,359,40,15
21/01/2022,22,972,28,0,505,100,54,45,19
30/11/2022,34,972,48,1,162,64,179,50,16
27/04/2023,24,972,30,0,451,63,260,62,31
30/05/2023,23,972,43,0,471,32,445,62,33
17/07/2023,29,972,83,0,989,49,463,41,32
06/02/2018,38,973,61,0,768,21,359,70,18
13/05/2018,21,973,93,1,768,2,188,53,17
14/06/2018,34,973,34,1,913,35,499,51,21
02/10/2018,48,973,21,1,334,45,193,57,9
17/07/2019,29,973,70,0,150,63,2,49,21
06/01/2020,37,973,49,1,513,47,309,42,9
31/07/2020,25,973,93,0,929,63,388,36,29
19/09/2020,32,973,42,0,372,33,424,55,25
08/12/2020,30,973,66,1,689,61,319,46,10
16/12/2020,29,973,47,0,514,44,22,46,15
09/03/2021,31,973,39,0,573,40,62,46,14
30/08/2021,38,973,46,1,531,96,91,47,21
22/11/2021,42,973,65,0,586,34,486,36,24
10/05/2022,26,973,50,1,621,4,34,55,24
15/02/2023,38,973,23,0,528,82,182,48,18
06/08/2023,23,973,74,0,188,71,347,55,24
15/01/2018,41,974,78,0,636,92,342,51,22
09/05/2018,28,974,73,0,287,22,118,36,31
22/10/2018,18,974,22,0,101,5,166,61,18
28/11/2018,35,974,98,0,709,14,146,44,19
05/02/2019,46,974,98,1,735,49,321,36,11
17/08/2019,26,974,55,1,524,87,148,66,20
02/11/2019,40,974,73,0,825,56,103,76,20
25/03/2020,23,974,29,1,218,79,44,55,15
09/09/2020,29,974,88,0,456,86,424,68,31
11/12/2020,16,974,58,1,935,48,232,52,16
24/12/2020,27,974,68,1,564,44,474,62,14
01/05/2021,28,974,67,1,828,7,316,57,18
10/06/2021,25,974,71,0,864,11,198,44,18
01/01/2022,32,974,44,0,121,79,133,47,14
16/03/2022,33,974,91,0,309,34,76,53,16
31/03/2022,47,974,98,1,189,78,5,55,16
02/11/2022,37,974,44,0,377,13,237,59,10
15/12/2022,39,974,26,0,291,82,295,41,4
18/01/2024,36,974,69,1,115,22,435,54,14
06/01/2018,24,975,42,1,272,56,190,52,17
15/12/2018,36,975,32,1,708,18,42,51,14
09/06/2019,19,975,94,1,129,92,337,46,28
20/04/2020,26,975,76,0,451,54,7,33,24
26/07/2020,25,975,80,1,582,94,326,56,20
11/03/2021,25,975,62,1,562,86,119,67,14
11/05/2021,20,975,81,0,623,53,443,49,29
23/09/2021,16,975,69,0,618,54,141,45,22
14/05/2022,26,975,56,1,311,72,424,55,27
18/07/2022,29,975,48,1,188,40,101,65,20
11/06/2023,28,975,47,1,589,20,412,54,21
18/08/2018,23,976,36,0,915,92,57,48,27
09/12/2018,33,976,69,0,906,92,358,42,26
14/12/2018,29,976,77,1,514,48,447,43,16
04/12/2019,40,976,78,0,423,63,52,28,17
05/04/2020,27,976,20,0,618,11,17,70,19
19/06/2021,16,976,84,0,715,17,471,44,33
14/08/2021,25,976,55,0,256,88,35,47,24
22/01/2022,38,976,22,1,201,21,420,53,16
03/02/2022,31,976,48,1,836,33,258,56,10
08/03/2022,29,976,44,0,770,46,61,30,24
11/06/2022,27,976,49,0,127,52,91,56,25
11/08/2022,37,976,37,0,598,48,271,65,21
23/08/2022,26,976,82,1,596,41,104,37,21
03/01/2023,29,976,47,0,999,17,144,48,20
28/02/2023,31,976,83,0,500,45,115,48,15
09/02/2024,35,976,29,1,211,61,44,44,11
27/04/2018,18,977,23,0,861,55,30,58,29
31/03/2019,27,977,46,0,156,22,123,44,19
18/09/2019,23,977,66,0,572,32,218,36,24
24/10/2019,37,977,78,0,234,97,405,37,25
18/11/2019,41,977,93,1,363,73,101,53,15
19/01/2020,37,977,54,1,187,93,459,60,15
11/06/2020,29,977,37,1,599,98,174,54,17
13/09/2021,24,977,23,0,744,63,31,38,22
15/10/2021,38,977,65,1,539,11,202,40,6
30/12/2021,38,977,37,1,981,77,78,62,21
15/05/2022,30,977,95,0,597,94,415,53,37
05/11/2022,37,977,60,0,835,91,155,43,21
06/11/2022,29,977,92,1,708,4,174,53,18
13/12/2022,25,977,44,0,259,86,417,59,17
23/01/2023,29,977,38,0,881,92,236,50,19
21/05/2023,23,977,92,1,381,1,333,60,23
08/09/2023,26,977,75,1,990,26,464,51,19
16/03/2018,30,978,94,1,502,76,33,43,18
08/07/2018,25,978,99,1,322,72,39,66,23
13/08/2018,21,978,96,1,226,46,193,42,18
19/09/2018,36,978,97,0,392,45,292,45,23
15/01/2019,39,978,77,1,773,95,369,57,27
06/02/2019,27,978,70,0,640,38,72,54,23
31/10/2019,33,978,49,0,568,20,252,62,11
19/12/2019,39,978,47,0,478,20,51,57,21
12/03/2020,27,978,58,1,137,84,245,70,16
16/04/2020,29,978,49,1,324,51,257,56,23
10/11/2020,37,978,80,0,396,37,206,62,20
19/01/2021,32,978,50,1,821,44,335,58,12
06/03/2021,29,978,27,1,194,87,377,63,19
21/12/2021,27,978,75,1,337,64,282,48,9
20/05/2022,30,978,22,0,818,66,296,67,22
04/09/2022,25,978,30,0,149,16,368,44,22
20/10/2022,34,978,53,0,439,51,352,59,19
01/12/2022,36,978,67,1,257,23,230,62,14
24/05/2023,22,978,38,0,704,100,361,48,34
17/10/2023,35,978,35,0,232,6,477,55,23
05/02/2018,33,979,40,1,313,85,187,58,13
24/02/2018,23,979,71,0,109,97,205,33,18
30/03/2018,54,979,71,0,997,95,215,36,25
07/07/2018,26,979,25,1,660,71,333,71,13
05/01/2019,42,979,61,1,745,95,312,44,13
13/05/2019,28,979,32,1,611,62,483,50,21
24/06/2019,30,979,27,1,492,21,67,45,17
22/01/2020,33,979,32,0,521,49,22,47,14
03/03/2020,35,979,99,0,786,80,379,25,31
21/11/2020,33,979,38,1,314,36,487,56,19
01/12/2020,33,979,95,1,517,26,376,47,17
12/01/2021,35,979,71,1,162,7,329,41,12
07/04/2021,19,979,70,1,241,85,122,48,24
15/11/2021,29,979,91,1,392,11,252,50,18
19/02/2022,35,979,25,0,760,36,201,47,12
05/07/2022,18,979,48,0,411,78,186,38,11
31/08/2022,31,979,46,1,566,67,48,56,20
02/04/2023,31,979,28,0,903,45,134,50,25
14/05/2023,23,979,48,0,948,96,114,68,21
12/06/2023,20,979,89,1,650,34,204,42,21
21/07/2023,25,979,35,0,262,62,456,72,16
09/12/2023,31,979,65,0,765,11,444,38,27
20/03/2018,54,980,63,0,218,78,155,57,25
16/07/2018,36,980,35,0,515,25,180,77,25
15/11/2018,28,980,22,0,124,62,70,70,13
29/04/2019,32,980,30,1,252,30,40,52,23
01/05/2019,18,980,38,0,613,66,55,56,26
31/05/2019,14,980,25,1,537,37,374,40,26
07/06/2019,22,980,41,0,228,34,154,43,22
04/01/2020,11,980,100,0,306,90,487,58,25
31/01/2020,32,980,43,0,310,83,223,64,14
08/06/2020,26,980,76,0,480,74,106,36,29
27/06/2020,18,980,85,0,510,75,310,41,35
22/01/2021,25,980,51,0,754,46,125,67,19
11/04/2022,25,980,50,1,187,23,432,44,22
23/05/2022,24,980,23,0,824,19,217,48,23
17/03/2023,33,980,100,1,247,52,440,50,17
17/08/2023,27,980,56,0,403,89,62,60,28
09/02/2019,33,981,23,1,786,17,21,58,12
28/03/2019,40,981,40,0,599,21,58,56,20
20/04/2019,31,981,46,0,796,19,309,57,29
27/06/2019,20,981,41,0,957,53,453,49,24
24/02/2020,35,981,69,1,123,3,422,50,17
15/11/2020,38,981,46,1,954,71,352,37,21
04/05/2021,21,981,25,0,235,59,459,43,28
08/06/2022,23,981,74,0,504,98,284,60,26
29/08/2022,21,981,44,0,706,10,390,51,25
06/10/2022,31,981,74,1,285,32,255,68,8
09/07/2023,25,981,55,0,426,11,42,51,20
22/08/2023,28,981,71,1,971,55,366,48,27
28/09/2023,21,981,62,1,276,94,203,37,20
28/03/2018,23,982,89,0,284,6,439,72,22
30/05/2018,25,982,75,1,626,54,490,58,35
08/02/2019,30,982,74,1,705,33,204,53,17
15/05/2019,25,982,68,1,121,5,478,40,30
12/07/2019,30,982,81,1,353,8,353,40,17
14/04/2020,35,982,100,0,890,42,386,42,35
22/05/2020,18,982,97,0,156,59,229,37,24
22/11/2020,25,982,53,1,711,34,489,56,21
31/03/2021,39,982,51,1,366,59,478,35,17
24/11/2021,25,982,23,1,519,30,396,54,18
05/12/2021,28,982,65,1,915,98,25,40,12
27/01/2022,25,982,68,1,101,70,149,46,10
18/12/2023,32,982,53,1,606,63,241,53,17
15/01/2024,32,982,51,0,546,67,165,44,19
16/04/2019,21,983,39,0,635,67,64,46,23
08/05/2019,26,983,84,1,393,27,30,39,19
09/07/2019,29,983,44,1,289,98,175,55,23
10/10/2019,29,983,33,1,162,63,22,58,11
22/09/2020,26,983,79,0,860,2,361,42,29
12/09/2021,18,983,49,1,799,26,303,38,18
09/10/2021,28,983,52,0,462,36,111,47,15
05/02/2022,18,983,23,1,365,1,243,44,8
08/02/2023,34,983,38,0,585,19,12,51,20
27/02/2023,26,983,82,0,544,19,133,54,16
09/05/2023,21,983,97,0,454,91,171,54,36
29/11/2023,26,983,58,1,113,65,471,49,15
23/02/2018,37,984,22,0,551,34,241,42,12
21/04/2018,22,984,74,1,459,86,276,42,16
28/04/2018,23,984,58,0,990,74,209,53,32
05/03/2019,38,984,94,0,870,70,293,29,23
18/07/2019,20,984,73,1,621,68,396,43,23
02/08/2019,26,984,90,1,987,53,446,60,31
01/03/2020,38,984,20,0,990,94,293,50,12
14/03/2020,33,984,62,1,354,43,56,29,9
27/03/2020,28,984,55,1,162,16,149,36,15
10/08/2020,32,984,55,1,368,20,232,44,18
03/05/2021,28,984,56,1,442,76,98,49,24
01/02/2022,46,984,28,1,533,29,58,43,5
16/07/2022,23,984,93,1,857,40,203,62,25
25/02/2023,24,984,42,1,791,22,265,48,18
18/04/2023,21,984,93,1,670,50,157,43,23
03/07/2023,19,984,50,0,906,37,131,43,31
05/08/2023,33,984,65,1,149,21,387,36,21
06/09/2023,26,984,27,1,276,59,137,55,14
01/11/2023,28,984,55,0,448,4,430,58,18
02/11/2023,37,984,42,0,110,65,180,42,20
03/12/2023,32,984,23,1,890,57,487,63,19
23/06/2018,27,985,92,0,747,54,107,50,27
04/03/2019,27,985,45,1,126,42,74,50,11
06/06/2020,30,985,30,0,863,46,66,47,23
25/12/2020,28,985,95,1,412,87,56,47,18
31/05/2021,22,985,80,1,912,22,435,51,25
17/11/2021,40,985,49,1,413,60,280,53,8
08/12/2021,40,985,44,1,298,34,325,50,9
15/01/2022,38,985,100,0,616,29,349,57,9
22/02/2022,30,985,32,1,232,61,235,55,11
07/04/2022,26,985,63,1,929,93,133,56,21
06/01/2023,31,985,74,1,826,21,114,46,18
14/04/2023,25,985,44,0,180,33,324,49,20
19/05/2023,30,985,96,0,359,15,33,36,22
27/05/2023,23,985,90,1,357,23,30,47,20
04/07/2023,24,985,32,1,912,3,184,48,15
27/02/2018,33,986,93,0,844,23,171,49,30
17/08/2018,34,986,28,0,689,99,179,75,23
14/10/2018,36,986,95,0,439,61,370,69,15
13/03/2019,31,986,45,1,542,61,209,49,7
02/04/2019,22,986,27,0,901,9,38,64,20
27/04/2019,27,986,53,0,850,28,306,33,23
15/06/2019,22,986,26,1,104,30,236,60,15
22/07/2019,34,986,62,0,234,58,101,48,16
31/07/2019,18,986,61,0,976,98,394,52,26
12/08/2019,36,986,95,1,252,45,124,60,19
23/10/2019,33,986,91,0,444,98,37,47,20
25/02/2020,44,986,71,0,856,76,95,56,20
09/03/2020,35,986,36,1,283,28,194,58,9
09/05/2020,26,986,33,1,752,79,459,44,36
23/10/2020,29,986,49,0,288,19,34,64,15
18/12/2020,37,986,78,0,135,55,16,39,17
20/12/2020,24,986,92,1,788,54,72,42,17
10/10/2021,30,986,23,0,799,64,90,54,15
19/03/2022,26,986,68,1,582,62,261,48,19
18/09/2022,32,986,28,0,465,8,87,53,17
15/04/2023,16,986,21,0,300,42,18,58,22
04/05/2023,27,986,67,1,548,24,72,46,17
04/06/2023,23,986,47,1,933,87,485,59,27
17/02/2024,38,986,77,0,487,48,211,67,18
13/04/2018,28,987,55,1,708,13,185,57,17
12/06/2018,32,987,92,0,891,47,45,58,29
01/07/2018,25,987,78,1,210,33,250,56,28
27/07/2018,23,987,90,0,820,48,256,41,26
08/09/2018,24,987,91,1,488,100,9,49,17
16/10/2018,33,987,44,1,654,100,357,50,16
12/03/2019,30,987,60,1,538,96,248,64,20
11/08/2019,21,987,48,1,659,81,19,58,14
09/10/2019,46,987,35,1,138,42,259,65,12
25/10/2019,29,987,26,1,461,64,75,59,13
20/11/2019,26,987,95,1,471,62,212,52,13
16/05/2020,27,987,53,1,136,67,266,62,14
06/10/2020,32,987,70,1,487,75,6,41,17
12/12/2020,27,987,27,1,410,18,158,56,10
29/12/2020,33,987,59,1,940,94,256,43,14
14/02/2021,38,987,88,1,696,79,18,56,20
24/05/2021,33,987,56,0,310,34,341,46,20
24/05/2022,30,987,73,0,345,39,35,39,35
09/06/2022,30,987,31,0,225,19,396,49,35
02/07/2022,25,987,74,0,187,67,67,74,21
22/09/2022,33,987,60,0,305,44,182,68,22
10/02/2018,39,988,74,0,285,55,228,32,16
20/04/2018,24,988,71,0,138,47,354,40,33
31/08/2019,17,988,93,0,362,51,312,35,20
16/03/2020,31,988,56,0,977,53,236,70,15
30/04/2020,21,988,66,1,248,52,289,45,22
05/06/2020,23,988,30,1,771,76,392,56,26
10/06/2020,28,988,67,1,829,25,299,70,26
11/08/2020,19,988,80,0,887,47,43,50,25
14/08/2020,24,988,64,0,202,76,146,61,17
06/08/2021,39,988,53,1,461,83,46,64,14
22/09/2021,24,988,31,0,857,55,345,65,18
22/03/2022,27,988,61,0,840,9,462,54,20
27/03/2022,31,988,35,1,379,88,377,45,23
14/09/2022,27,988,71,1,978,49,384,29,22
03/12/2022,29,988,96,0,683,33,271,50,13
13/09/2023,28,988,80,1,479,50,145,57,20
10/10/2023,30,988,26,0,426,32,21,47,19
10/11/2023,28,988,77,1,420,86,317,46,19
22/01/2024,29,988,93,0,341,8,177,41,12
14/01/2018,23,989,27,0,716,18,96,54,16
28/01/2018,23,989,61,1,174,24,99,57,14
14/07/2018,31,989,78,1,331,0,477,49,19
21/11/2018,26,989,95,1,152,3,76,51,16
19/03/2019,29,989,47,0,711,46,236,44,18
01/07/2019,27,989,82,0,543,19,267,58,30
03/07/2019,33,989,41,0,749,76,129,49,33
24/11/2020,32,989,26,0,136,63,104,34,23
05/02/2021,36,989,93,1,883,1,62,43,18
15/03/2021,33,989,99,0,188,8,161,32,22
13/05/2021,33,989,84,1,721,90,251,55,23
20/05/2021,31,989,99,0,232,15,176,45,16
14/09/2021,21,989,79,0,705,89,170,39,24
01/10/2021,29,989,76,0,900,97,42,39,27
06/07/2022,21,989,74,0,400,98,448,53,31
27/07/2023,23,989,25,0,291,41,92,47,27
28/10/2023,26,989,89,0,803,34,377,71,20
28/11/2023,26,989,94,1,151,47,180,59,14
30/11/2023,39,989,47,0,895,36,258,34,18
17/01/2024,36,989,74,0,257,48,477,57,20
14/04/2018,37,990,71,0,682,96,110,41,25
22/08/2018,21,990,92,0,568,77,424,55,32
23/08/2018,20,990,87,0,824,2,361,51,28
14/01/2019,29,990,41,0,259,18,135,53,20
25/06/2019,28,990,33,1,558,20,125,62,14
22/09/2019,29,990,41,0,524,99,216,50,28
28/05/2020,29,990,75,0,421,96,390,42,25
03/01/2021,34,990,97,0,445,98,326,57,23
26/01/2021,34,990,94,0,883,3,418,55,26
21/03/2021,35,990,38,0,854,56,244,62,18
09/05/2021,28,990,80,0,178,26,482,59,21
22/06/2021,24,990,55,1,968,96,328,37,21
24/08/2021,32,990,39,0,877,28,73,39,30
19/01/2022,42,990,42,1,971,56,44,62,14
20/02/2023,29,990,72,1,315,18,216,73,3
02/03/2023,43,990,35,0,262,2,389,63,23
10/03/2023,36,990,91,0,692,21,413,54,23
09/08/2023,31,990,66,0,130,95,466,40,24
11/11/2023,40,990,51,1,567,18,365,63,21
22/06/2018,27,991,56,0,122,83,61,48,31
30/06/2018,25,991,58,1,264,65,448,37,26
26/09/2018,23,991,80,1,174,22,43,39,21
10/07/2019,23,991,83,1,205,40,8,41,18
01/08/2019,18,991,38,1,288,37,368,49,9
07/06/2020,26,991,26,0,516,17,378,51,18
09/10/2020,27,991,80,0,257,72,438,51,28
26/02/2021,28,991,92,0,859,82,393,61,27
25/08/2021,28,991,56,0,597,75,346,47,26
31/12/2021,29,991,65,1,361,21,420,58,16
18/05/2022,33,991,79,1,415,92,366,51,32
18/11/2022,37,991,71,1,358,81,216,55,20
09/06/2023,24,991,87,0,339,3,241,39,24
30/12/2023,39,991,62,0,272,13,222,48,22
14/02/2024,31,991,95,0,374,20,176,36,24
25/07/2018,30,992,61,1,350,60,174,46,15
29/10/2018,37,992,70,1,920,26,409,40,15
09/03/2019,24,992,32,1,269,14,106,54,7
26/11/2019,33,992,23,1,565,79,295,44,18
30/01/2020,36,992,75,0,320,35,333,51,17
09/02/2020,35,992,39,0,750,79,214,45,31
12/07/2020,34,992,50,1,792,66,183,65,22
28/08/2020,22,992,60,0,653,51,384,59,30
16/09/2020,28,992,83,0,428,77,297,64,32
11/11/2020,25,992,50,1,675,76,57,41,19
01/02/2021,32,992,75,1,527,86,389,50,29
11/02/2021,28,992,86,0,114,67,263,64,13
25/07/2021,33,992,38,1,480,85,113,57,13
20/09/2021,28,992,56,0,475,10,220,41,21
08/11/2021,26,992,98,0,933,4,434,47,24
21/04/2022,32,992,26,1,902,88,140,67,23
08/07/2022,27,992,44,1,469,32,267,59,21
09/08/2022,28,992,97,0,471,55,339,47,22
28/08/2022,17,992,38,1,997,72,172,47,22
19/01/2023,32,992,51,1,470,37,337,48,11
09/03/2023,31,992,81,0,736,82,439,48,22
28/05/2023,17,992,86,1,786,99,264,41,25
14/01/2024,38,992,74,1,707,29,24,52,16
18/02/2024,37,992,28,0,150,14,361,62,14
22/07/2018,24,993,58,1,464,47,241,35,12
04/02/2020,30,993,50,0,197,99,35,49,17
04/03/2020,32,993,38,0,926,23,181,60,22
21/04/2020,25,993,54,1,661,30,422,58,19
24/07/2020,27,993,79,0,263,50,183,42,27
07/03/2021,28,993,81,0,549,97,116,51,25
23/08/2021,32,993,21,1,674,77,94,29,20
28/10/2021,28,993,49,1,544,55,219,31,10
23/11/2021,31,993,40,1,815,31,7,49,14
08/02/2022,37,993,33,1,751,49,233,49,8
21/07/2022,15,993,51,1,140,56,216,41,8
25/11/2022,33,993,92,0,587,84,114,61,22
01/01/2018,32,994,27,0,140,87,378,48,26
12/03/2018,23,994,58,0,628,85,72,34,17
10/06/2018,35,994,61,1,577,93,300,49,15
25/08/2018,23,994,26,1,998,58,18,56,17
18/09/2018,31,994,27,0,963,56,291,63,28
25/10/2018,34,994,40,1,303,18,29,41,12
19/02/2019,41,994,92,1,308,13,330,54,13
04/07/2019,33,994,31,1,293,25,114,57,18
29/07/2019,28,994,70,0,458,45,168,52,21
21/08/2019,31,994,22,0,438,87,112,36,23
19/11/2019,30,994,84,1,613,60,480,50,18
02/06/2020,19,994,36,1,272,83,368,44,18
13/06/2020,27,994,54,1,595,30,293,45,23
17/09/2020,27,994,99,0,237,83,111,57,27
14/04/2021,25,994,58,1,979,28,375,54,24
06/07/2021,31,994,71,0,864,5,366,55,25
07/09/2021,27,994,49,0,514,45,43,49,25
20/02/2022,34,994,40,0,426,2,335,60,14
28/05/2022,23,994,51,1,212,86,26,47,29
27/08/2022,27,994,90,1,746,26,224,41,22
01/04/2023,23,994,63,0,166,86,309,43,23
13/07/2023,28,994,85,1,757,10,146,41,16
16/05/2018,33,995,81,1,970,19,449,51,29
20/05/2018,45,995,55,1,126,36,250,49,15
25/06/2018,28,995,46,0,404,17,183,50,24
14/08/2018,27,995,24,1,188,21,430,48,23
31/08/2018,21,995,34,0,783,52,253,56,22
14/09/2018,14,995,46,1,588,87,56,43,15
06/11/2018,24,995,38,0,228,11,472,51,30
10/01/2019,30,995,64,0,314,70,63,46,19
21/03/2019,37,995,81,1,502,91,288,53,16
05/04/2019,27,995,32,0,652,36,157,50,20
07/05/2019,16,995,90,0,222,45,70,40,17
26/07/2019,24,995,71,0,137,23,224,66,26
15/01/2020,30,995,93,0,327,89,414,44,20
04/05/2020,30,995,39,0,246,85,206,46,28
06/09/2020,22,995,64,1,629,25,159,38,20
22/12/2020,28,995,27,0,415,79,453,49,22
08/02/2021,31,995,74,0,994,90,417,31,26
05/04/2021,29,995,57,0,233,82,197,42,22
21/05/2021,27,995,57,0,732,76,144,60,31
22/12/2021,30,995,25,1,466,90,469,59,15
14/03/2022,31,995,47,1,330,98,265,51,15
14/08/2022,30,995,51,0,547,72,310,70,28
07/10/2022,32,995,61,0,782,26,64,54,24
05/12/2022,33,995,91,1,706,54,329,57,16
29/04/2018,24,996,64,0,501,69,223,58,20
29/06/2018,30,996,73,0,418,8,118,64,28
21/09/2018,20,996,90,1,525,57,185,34,13
20/10/2018,27,996,32,0,334,62,210,52,18
13/11/2018,38,996,92,0,939,8,279,64,16
18/02/2019,34,996,58,0,328,74,40,51,15
07/04/2019,25,996,68,1,161,64,57,51,24
28/04/2019,24,996,20,0,975,82,6,43,31
18/06/2019,24,996,91,1,197,10,317,57,23
06/07/2019,23,996,40,0,183,55,477,56,23
20/08/2019,33,996,64,1,397,82,200,61,24
30/09/2019,35,996,89,0,118,47,183,57,24
24/09/2020,20,996,43,0,507,80,385,54,25
28/01/2021,28,996,51,1,644,29,373,52,10
24/06/2021,28,996,61,0,220,76,345,55,29
02/05/2022,27,996,53,0,793,17,460,59,24
08/12/2022,36,996,61,0,200,61,37,62,16
25/12/2022,28,996,91,0,369,68,20,40,12
10/02/2023,23,996,46,0,174,15,119,39,15
05/10/2023,36,996,94,0,295,73,21,53,17
04/12/2023,43,996,58,1,343,31,228,53,6
28/05/2018,27,997,92,0,180,83,13,64,26
15/07/2018,20,997,29,0,322,85,389,53,28
10/11/2018,32,997,93,0,321,18,108,38,20
02/12/2018,21,997,97,0,490,70,59,52,15
20/06/2019,27,997,77,1,628,59,447,67,28
15/07/2019,23,997,64,1,387,37,142,35,11
19/08/2019,17,997,44,1,811,37,339,46,28
17/09/2019,23,997,92,1,586,44,102,56,27
18/10/2019,31,997,73,0,640,48,86,43,19
03/12/2019,38,997,60,0,353,47,281,45,17
29/12/2019,32,997,73,0,598,32,185,42,14
25/04/2020,24,997,68,0,145,43,416,62,24
30/07/2020,17,997,79,0,993,11,457,64,26
19/05/2021,30,997,60,1,475,21,8,53,17
30/07/2021,26,997,71,1,949,54,249,38,18
26/08/2021,22,997,75,0,787,4,394,51,26
03/11/2021,38,997,47,0,356,76,159,45,11
06/11/2021,32,997,22,0,328,1,258,44,11
30/01/2022,43,997,31,0,805,67,176,38,14
24/09/2022,30,997,81,0,521,67,432,54,29
30/03/2023,40,997,58,1,620,41,65,58,11
10/05/2023,33,997,99,1,399,24,453,60,23
01/09/2023,23,997,70,0,538,46,66,28,22
22/10/2023,24,997,79,1,904,68,177,49,18
03/11/2023,34,997,38,1,761,96,410,58,28
22/03/2019,31,998,76,1,221,20,443,42,16
01/09/2019,22,998,30,0,324,73,300,54,21
02/03/2020,39,998,88,0,918,24,105,44,20
